PROBEID	GENENAME
241789_at	RNA binding motif, single stranded interacting protein 3
241790_at	NA
241791_at	titin
241792_x_at	LUC7-like 3 pre-mRNA splicing factor
241793_at	MSS51 mitochondrial translational activator
241794_at	ARP6 actin-related protein 6 homolog (yeast)
241795_at	Ras homolog enriched in brain
241796_x_at	NA
241797_at	NA
241798_at	NA
241799_x_at	uncharacterized LOC102725022
241800_x_at	zinc finger, MYM-type 2
241801_at	post-GPI attachment to proteins 1
241802_x_at	glutamate receptor, metabotropic 2
241803_s_at	uncharacterized LOC102723678
241803_s_at	uncharacterized LOC102723709
241804_at	uncharacterized LOC102724275
241805_at	gamma-aminobutyric acid (GABA) A receptor, gamma 1
241806_at	NA
241807_x_at	NA
241808_at	zinc finger, C2HC-type containing 1A
241809_at	family with sequence similarity 212, member B
241809_at	uncharacterized LOC101928718
241810_at	uncharacterized LOC100131180
241811_x_at	solute carrier family 6 (neurotransmitter transporter), member 4
241812_at	spermatogenesis associated, serine-rich 2-like
241813_at	methyl-CpG binding domain protein 1
241814_at	NA
241815_at	NA
241816_at	NA
241817_at	chromosome 3 open reading frame 62
241817_at	microRNA 4271
241818_at	NA
241819_at	tumor necrosis factor (ligand) superfamily, member 8
241820_at	replication timing regulatory factor 1
241821_at	long intergenic non-protein coding RNA 908
241822_at	SIX homeobox 5
241823_at	NA
241824_at	NA
241825_at	tRNA-yW synthesizing protein 5
241826_x_at	zinc finger protein 738
241827_at	zinc finger protein 615
241828_x_at	keratin 17 pseudogene 5
241829_at	family with sequence similarity 124A
241830_at	nucleolar protein 4-like
241831_at	NA
241832_at	family with sequence similarity 98, member A
241833_at	peroxisomal biogenesis factor 5-like
241834_at	small nuclear ribonucleoprotein polypeptide N
241834_at	imprinted in Prader-Willi syndrome (non-protein coding)
241834_at	small nucleolar RNA, C/D box 107
241834_at	Prader Willi/Angelman region RNA, SNRPN neighbor
241834_at	small nucleolar RNA, C/D box 116-4
241834_at	small nucleolar RNA, C/D box 116-22
241834_at	small nucleolar RNA, C/D box 115-7
241834_at	small nucleolar RNA, C/D box 115-13
241834_at	small nucleolar RNA, C/D box 115-26
241834_at	small nucleolar RNA, C/D box 116-28
241835_at	NA
241836_x_at	centrosomal protein 97kDa
241837_at	NA
241838_at	NA
241839_at	DLG3 antisense RNA 1
241840_at	NA
241841_at	NA
241842_x_at	chromosome 19 open reading frame 45
241843_at	small nucleolar RNA, H/ACA box 28
241843_at	eukaryotic translation initiation factor 5
241844_x_at	transmembrane protein 156
241845_at	NA
241846_at	HLA complex group 18 (non-protein coding)
241847_at	uncharacterized LOC101927021
241848_x_at	NA
241849_at	NA
241850_at	NA
241851_x_at	uncharacterized LOC100130429
241852_at	NA
241853_at	NA
241854_at	deoxyribonuclease I
241855_s_at	NA
241856_at	interphotoreceptor matrix proteoglycan 2
241857_at	NA
241858_at	TNNI3 interacting kinase
241859_at	phospholipase C-like 1
241860_at	NA
241861_at	synaptonemal complex protein 3
241862_x_at	chromosome 19 open reading frame 45
241863_x_at	tetratricopeptide repeat domain 14
241864_x_at	NA
241865_at	NA
241866_at	solute carrier family 16 (monocarboxylate transporter), member 7
241867_at	NA
241868_at	NA
241869_at	apolipoprotein L, 6
241870_at	NA
241871_at	calcium/calmodulin-dependent protein kinase IV
241872_at	NA
241873_at	NA
241874_at	IgA-inducing protein
241875_at	NA
241876_at	MDM4, p53 regulator
241877_at	NA
241878_at	NA
241879_at	LIM domain containing preferred translocation partner in lipoma
241880_x_at	NA
241881_at	tripartite motif containing 58
241882_at	calmodulin binding transcription activator 1
241883_x_at	NA
241884_at	NA
241885_at	NA
241886_x_at	long intergenic non-protein coding RNA 1089
241887_at	ubiquitin-conjugating enzyme E2W (putative)
241888_at	NA
241889_at	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta
241890_at	NA
241891_at	NA
241892_at	nucleolin
241893_at	NA
241894_at	vitelline membrane outer layer 1 homolog (chicken)
241895_at	fatty acyl CoA reductase 2 pseudogene 1
241895_at	cytochrome P450, family 4, subfamily F, polypeptide 62, pseudogene
241896_at	microtubule-actin crosslinking factor 1
241897_at	NA
241898_at	lipase, member H
241899_at	uncharacterized LOC553103
241900_at	NA
241901_at	uncharacterized LOC101929988
241902_at	mohawk homeobox
241903_at	NA
241904_at	LIPE antisense RNA 1
241904_at	uncharacterized LOC101930071
241905_at	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha
241906_at	NA
241907_at	NA
241908_at	BRO1 domain and CAAX motif containing
241909_at	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2
241910_x_at	uncharacterized LOC400590
241910_x_at	ADP-ribosylation factor-like 17A
241910_x_at	ADP-ribosylation factor-like protein 17
241910_x_at	ADP-ribosylation factor-like 17B
241911_at	cyclin-dependent kinase-like 3
241912_at	zinc finger protein 814
241913_at	NA
241914_s_at	acyl-CoA synthetase medium-chain family member 2A
241914_s_at	acyl-CoA synthetase medium-chain family member 2B
241915_at	acyl-CoA synthetase medium-chain family member 2B
241916_at	NA
241917_at	NA
241918_at	anoctamin 7
241919_x_at	WD repeat domain 31
241920_x_at	spastic paraplegia 11 (autosomal recessive)
241921_x_at	NA
241922_at	LIM domain only 4
241923_x_at	N-acetylneuraminic acid synthase
241924_at	NA
241925_x_at	solute carrier family 16 (monocarboxylate transporter), member 7
241926_s_at	v-ets avian erythroblastosis virus E26 oncogene homolog
241927_x_at	cell division cycle 34
241928_at	NA
241929_at	NA
241930_x_at	NA
241931_at	Xg blood group
241932_at	NA
241933_at	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
241934_at	neurotrimin
241935_at	shroom family member 1
241936_x_at	NA
241937_s_at	WD repeat domain 4
241938_at	QKI, KH domain containing, RNA binding
241939_at	IQ motif containing GTPase activating protein 3
241940_at	NA
241941_at	NA
241942_at	peroxidasin-like
241943_at	uncharacterized LOC497259
241944_x_at	NA
241945_at	uncharacterized LOC101929681
241946_at	zinc finger, DHHC-type containing 21
241947_at	PCED1B antisense RNA 1
241948_at	NA
241949_at	acyl-CoA thioesterase 6
241950_at	WW and C2 domain containing 1
241951_at	solute carrier organic anion transporter family, member 1C1
241952_at	solute carrier family 16, member 11
241953_at	keratin associated protein 21-1
241953_at	long intergenic non-protein coding RNA 1198
241954_at	farnesyl-diphosphate farnesyltransferase 1
241955_at	HECT domain containing E3 ubiquitin protein ligase 1
241956_at	NA
241957_x_at	lin-7 homolog B (C. elegans)
241958_at	NA
241959_at	anaphase promoting complex subunit 10
241960_at	CUB and Sushi multiple domains 1
241961_at	trans-2,3-enoyl-CoA reductase-like
241962_at	5'-nucleotidase domain containing 1
241963_at	zinc finger protein 704
241964_at	zinc finger protein 865
241965_at	NA
241966_at	myosin VA
241967_at	NA
241968_at	chromosome 4 open reading frame 29
241969_at	AT rich interactive domain 5B (MRF1-like)
241970_at	NA
241971_at	NA
241972_at	ZNF674 antisense RNA 1 (head to head)
241973_x_at	dipeptidyl-peptidase 7
241974_at	NA
241975_at	NA
241976_at	transcription elongation factor A (SII), 3
241977_s_at	RAB3C, member RAS oncogene family
241978_at	NA
241979_x_at	NA
241980_at	microtubule-associated protein 6
241981_at	family with sequence similarity 20, member A
241982_at	NA
241983_at	protein tyrosine phosphatase, non-receptor type 2
241984_at	forkhead box N3
241985_at	junction mediating and regulatory protein, p53 cofactor
241986_at	BMP binding endothelial regulator
241987_x_at	sorting nexin 31
241988_x_at	NA
241989_at	G protein-coupled receptor kinase 4
241990_at	ras homolog family member V
241991_at	NA
241992_at	NA
241993_x_at	NA
241994_at	xanthine dehydrogenase
241995_at	deoxyguanosine kinase
241996_at	RUN and FYVE domain containing 2
241997_at	NA
241998_at	chromosome 2 open reading frame 80
241999_at	sideroflexin 5
242000_at	CAS1 domain containing 1
242001_at	NA
242002_at	Na+/K+ transporting ATPase interacting 2
242003_at	glutamate-rich 1
242004_x_at	NA
242005_at	long intergenic non-protein coding RNA 973
242006_at	Leber congenital amaurosis 5
242007_at	F-box protein 30
242008_at	NA
242009_at	solute carrier family 6 (neurotransmitter transporter), member 4
242010_at	NA
242011_at	NA
242012_at	NA
242013_at	BCL2-like 15
242014_at	NA
242015_x_at	acylaminoacyl-peptide hydrolase
242016_at	NA
242017_at	zinc finger protein 654
242018_at	NA
242019_at	ceramide synthase 6
242020_s_at	Z-DNA binding protein 1
242021_at	X-box binding protein 1
242022_at	NA
242023_at	abhydrolase domain containing 4
242024_at	NA
242025_at	NA
242026_at	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
242027_at	NA
242028_at	zinc finger protein 709
242029_at	NA
242030_at	NA
242031_at	NA
242032_at	kinase D-interacting substrate, 220kDa
242033_at	ring finger protein 180
242034_at	F-box and leucine-rich repeat protein 17
242035_at	limb development membrane protein 1
242036_x_at	ATPase, Ca++ transporting, plasma membrane 3
242037_at	aspartate beta-hydroxylase
242038_at	leucine rich repeat containing 8 family, member B
242039_at	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
242040_at	glucosaminyl (N-acetyl) transferase family member 7
242041_at	centrosome and spindle pole associated protein 1
242042_s_at	HOXD antisense growth-associated long non-coding RNA
242043_s_at	NA
242044_at	NA
242045_at	NA
242046_at	NA
242047_at	rhotekin 2
242048_at	prefoldin subunit 6
242048_at	microRNA 6834
242049_s_at	neuroblastoma amplified sequence
242050_at	leucine rich repeat containing 7
242051_at	NA
242052_at	NA
242053_at	NA
242054_s_at	SIX homeobox 3
242055_at	proteasome (prosome, macropain) assembly chaperone 4
242056_at	tripartite motif containing 45
242057_at	NA
242058_at	NA
242059_at	NA
242060_x_at	PHD finger protein 11
242061_at	R-spondin 2
242062_at	sterile alpha motif domain containing 8
242063_s_at	NA
242064_at	sidekick cell adhesion molecule 2
242065_x_at	isopentenyl-diphosphate delta isomerase 1
242066_at	NA
242067_at	NA
242068_at	NA
242069_at	chromobox homolog 5
242070_at	uncharacterized LOC728485
242071_x_at	integrin, alpha 8
242072_at	NA
242073_at	NA
242074_at	NA
242075_at	NA
242076_at	NA
242077_x_at	Mab-21 domain containing 1
242078_at	AF4/FMR2 family, member 3
242079_at	regulator of G-protein signaling 12
242080_at	NA
242081_at	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
242082_at	methylmalonic aciduria (cobalamin deficiency) cblB type
242083_at	zinc finger protein 81
242084_at	testis highly expressed protein 5
242085_at	NA
242086_at	spermatogenesis associated 6
242087_x_at	MFI2 antisense RNA 1
242088_at	kelch-like family member 24
242089_at	NA
242090_x_at	NA
242091_at	zinc finger protein 720
242092_at	erythrocyte membrane protein band 4.1-like 2
242093_at	synaptotagmin-like 5
242094_at	NA
242095_at	uncharacterized LOC100505530
242096_at	NA
242097_at	NA
242098_at	ARFGEF family member 3
242099_at	NA
242100_at	chondroitin sulfate synthase 3
242101_at	NA
242102_at	DIAPH3 antisense RNA 1
242103_at	transmembrane protein 86A
242104_at	NA
242105_at	cyclin E1
242106_at	NA
242107_x_at	T-box 18
242108_at	NA
242109_at	NA
242110_at	NA
242111_at	methyltransferase like 3
242112_at	LSM11, U7 small nuclear RNA associated
242113_at	NA
242114_at	NA
242115_at	NA
242116_x_at	NA
242117_at	NA
242118_x_at	NA
242119_at	prospero homeobox 1
242120_at	ubiquitin specific peptidase 49
242121_at	FTX transcript, XIST regulator (non-protein coding)
242122_at	NA
242123_at	progestin and adipoQ receptor family member VII
242124_at	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1
242125_at	NA
242126_at	NA
242127_at	NA
242128_at	orthodenticle homeobox 2
242129_at	SIN3 transcription regulator family member B
242130_at	NA
242131_at	ATP synthase F0 subunit 6
242132_x_at	NA
242133_s_at	lymphocyte-specific protein 1 pseudogene
242134_at	NA
242135_at	FSHD region gene 1 pseudogene
242135_at	uncharacterized LOC101930531
242136_x_at	C-terminal binding protein 2 pseudogene
242137_at	RNA binding motif, single stranded interacting protein 3
242138_at	distal-less homeobox 1
242139_s_at	zinc finger protein 8
242139_s_at	endogenous retrovirus group K3, member 1
242140_at	zinc finger protein 8
242140_at	endogenous retrovirus group K3, member 1
242141_at	histone deacetylase 2
242142_at	NA
242143_at	NA
242144_at	NA
242145_at	NA
242146_at	small nuclear ribonucleoprotein polypeptide A'
242147_at	NA
242148_at	B-cell CLL/lymphoma 6, member B
242149_at	family with sequence similarity 210, member A
242150_at	claspin
242151_at	NA
242152_at	NA
242153_at	La ribonucleoprotein domain family, member 1B
242154_x_at	leucine rich repeat protein 1
242155_x_at	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
242156_at	NA
242157_at	chromodomain helicase DNA binding protein 9
242158_at	poly(A) polymerase beta (testis specific)
242159_at	NA
242160_at	NA
242161_at	NA
242162_at	dynein assembly factor with WDR repeat domains 1
242163_at	thyroid hormone receptor associated protein 3
242164_s_at	leucine-rich repeats and immunoglobulin-like domains 2
242165_at	leucine-rich repeats and immunoglobulin-like domains 2
242166_at	NA
242167_at	NA
242168_at	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)
242169_at	betaine--homocysteine S-methyltransferase 2
242170_at	NA
242171_at	NA
242172_at	NA
242173_at	phospholipase D family, member 5
242174_at	NA
242175_at	NA
242176_at	myocyte enhancer factor 2A
242177_at	NA
242178_at	lipase, member I
242179_s_at	tetraspanin 16
242180_at	tetraspanin 16
242181_at	NA
242182_x_at	NA
242183_at	immunity-related GTPase family, Q
242184_s_at	splicing regulatory glutamine/lysine-rich protein 1
242185_at	splicing regulatory glutamine/lysine-rich protein 1
242186_x_at	adhesion G protein-coupled receptor L3
242187_s_at	trinucleotide repeat containing 18
242188_at	NA
242189_at	NA
242190_at	NA
242191_at	NA
242192_at	yippee-like 2
242193_at	MIR124-2 host gene
242194_at	NA
242195_x_at	numb homolog (Drosophila)-like
242196_at	Rho GTPase activating protein 32
242197_x_at	CD36 molecule (thrombospondin receptor)
242198_at	NA
242199_at	NA
242200_at	ADAMTS-like 5
242201_at	PMS1 homolog 2, mismatch repair system component pseudogene 5
242202_at	NA
242203_at	NA
242204_at	WAP four-disulfide core domain 5
242205_at	NA
242206_at	NA
242207_at	uncharacterized LOC100128361
242207_at	centromere protein P
242208_at	zinc finger protein 37B, pseudogene
242209_at	ankyrin repeat domain 33
242210_at	zinc finger protein 24
242211_x_at	WD repeat domain 90
242212_at	regulator of G-protein signaling 16
242213_at	NA
242214_at	ribosomal protein S27a
242215_at	glutamate receptor, ionotropic, kainate 4
242216_at	NA
242217_s_at	fibrosin
242218_at	peroxisome proliferator-activated receptor delta
242219_at	NA
242220_at	spectrin, beta, non-erythrocytic 1
242221_at	NA
242222_at	long intergenic non-protein coding RNA 1123
242222_at	long intergenic non-protein coding RNA 1106
242223_at	NA
242224_at	G patch domain containing 2
242225_at	NA
242226_at	microtubule-associated protein 1 light chain 3 beta pseudogene
242227_at	NA
242228_at	bicaudal D homolog 1 (Drosophila)
242229_at	N-acyl phosphatidylethanolamine phospholipase D
242230_at	ataxin 1
242231_at	NA
242232_at	NA
242233_at	NA
242234_at	XIAP associated factor 1
242235_x_at	NA
242236_at	NA
242237_at	NA
242238_at	NudC domain containing 3
242239_at	NOP2/Sun domain family, member 6
242240_at	NA
242241_x_at	NA
242242_at	ubiquitin specific peptidase 6
242242_at	ubiquitin specific peptidase 32
242243_at	TATA element modulatory factor 1
242244_at	NA
242245_at	NA
242246_x_at	maternally expressed 3 (non-protein coding)
242247_at	methyltransferase like 15
242248_at	phosphorylase kinase, beta
242249_at	FSHD region gene 1 family member E, pseudogene
242250_at	NA
242251_at	spermatogenesis associated 5
242252_at	NA
242253_at	PPP5 tetratricopeptide repeat domain containing 1
242254_at	NA
242255_at	WD repeat domain 37
242256_x_at	NA
242257_at	NA
242258_at	NA
242259_at	family with sequence similarity 187, member B
242260_at	matrin 3
242261_at	iron-responsive element binding protein 2
242262_x_at	long intergenic non-protein coding RNA 1360
242263_at	transmembrane p24 trafficking protein 5
242264_at	NA
242265_at	bromodomain containing 8
242266_x_at	NA
242267_x_at	NA
242268_at	CUGBP, Elav-like family member 2
242269_at	long intergenic non-protein coding RNA 982
242270_at	acid phosphatase 6, lysophosphatidic
242271_at	solute carrier family 26 (anion exchanger), member 9
242272_at	zinc finger protein 785
242273_at	LLP homolog, long-term synaptic facilitation (Aplysia)
242274_x_at	solute carrier family 25, member 42
242275_at	NA
242276_at	NA
242277_at	NA
242278_at	NA
242279_at	NA
242280_x_at	cytoplasmic polyadenylation element binding protein 4
242281_at	glutamate-ammonia ligase
242282_at	zinc finger protein, FOG family member 1
242283_at	dynein, axonemal, heavy chain 14
242284_at	long intergenic non-protein coding RNA 466
242285_at	NA
242286_at	glutamate receptor, ionotropic, N-methyl D-aspartate 2A
242287_at	CAP-GLY domain containing linker protein 1
242288_s_at	elastin microfibril interfacer 2
242289_at	mitochondrial ribosomal protein L42
242290_at	transforming, acidic coiled-coil containing protein 1
242291_at	eukaryotic translation initiation factor 4E nuclear import factor 1
242292_at	family with sequence similarity 226, member B (non-protein coding)
242292_at	family with sequence similarity 226, member A (non-protein coding)
242293_at	inhibitor of growth family, member 3
242294_at	F-box protein 45
242295_at	uncharacterized LOC150596
242296_x_at	NA
242297_at	ras responsive element binding protein 1
242298_x_at	NA
242299_at	NA
242300_at	NA
242301_at	cerebellin 2 precursor
242302_at	PDS5 cohesin associated factor B
